Data;Godzina;CEPS_EXP;CEPS_IMP;CZ;SEPS_EXP;SEPS_IMP;SE;50HzT_EXP;50HzT_IMP;DE;SVK_EXP;SVK_IMP;SE;UA_IMP;UA;LIT_EXP;LIT_IMP;LIT;;;Wymiana Miêdzysystemowa równoleg³a
20180101;1;-616,4;4;-612,4;-348,8;0;-348,8;0;1117,8;1117,8;0;0;0;0;0;0;0;0;;;CEPS - przekrój handlowy polsko-czeski
20180101;2;-719,7;0;-719,7;-431,6;0;-431,6;0;1130,55;1130,55;-3,74;0;-3,74;0;0;-2,35;0;-2,35;;;SEPS - przekrój handlowy polsko-s³owacki
20180101;3;-735,3;0;-735,3;-431,7;0;-431,7;0;1203,9;1203,9;-173,49;0;-173,49;0;0;-232,46;0;-232,46;;;50Hertz - przekrój handlowy polsko-niemiecki
20180101;4;-819,8;0,4;-819,4;-424,2;0;-424,2;0;1240,05;1240,05;-249,4;0;-249,4;0;0;-377,81;0;-377,81;;;Wymiana Miêdzysystemowa nierównoleg³a
20180101;5;-834;1,6;-832,4;-435,4;0;-435,4;0;1259,85;1259,85;-371,58;0;-371,58;0;0;-466,6;0;-466,6;;;SvK - przekrój handlowy polsko-szwedzki (po³¹czenie pr¹du sta³ego Polska-Szwecja)
20180101;6;-820;14;-806;-439,2;0;-439,2;0;1238,1;1238,1;-358,27;0;-358,27;0;0;-427,99;0;-427,99;;;NEK Ukrenergo - przekrój handlowy polsko-ukraiñski
20180101;7;-803,7;36,2;-767,5;-443,8;0;-443,8;0;1287,15;1287,15;-199,24;0;-199,24;0;0;-232,84;0;-232,84;;;Litgrid - przekrój handlowy polsko-litewski
20180101;8;-715;44,8;-670,2;-461,7;0;-461,7;0;1147,95;1147,95;-241,36;0;-241,36;0;0;-89,9;0;-89,9;;;"Eksport - oznacza eksport energii z Polski (znak ""-"")"
20180101;9;-664,7;54,2;-610,5;-479;0;-479;0;1095,45;1095,45;-191,95;0;-191,95;0;0;-141,2;0;-141,2;;;"Import - oznacza import energii do Polski (znak ""+"")"
20180101;10;-694,4;68,4;-626;-463,5;0;-463,5;0;1129,95;1129,95;-185,41;0;-185,41;0;0;-272,93;0;-272,93;;;
20180101;11;-708,6;43,2;-665,4;-465,8;0;-465,8;0;1114,8;1114,8;-0,21;0;-0,21;0;0;-2,41;0;-2,41;;;
20180101;12;-664,8;11,2;-653,6;-486,6;0;-486,6;0;1122,15;1122,15;0;0;0;0;0;0;0;0;;;
20180101;13;-599,8;2,8;-597;-440,7;0;-440,7;0;1070,55;1070,55;0;0;0;0;0;0;0,04;0,04;;;
20180101;14;-543,8;11,8;-532;-336;0;-336;0;884,85;884,85;0;0;0;0;0;0;0,11;0,11;;;
20180101;15;-616,9;3,8;-613,1;-290,1;0;-290,1;0;977,1;977,1;0;1,1;1,1;0;0;0;0;0;;;
20180101;16;-722,5;0;-722,5;-284,5;0;-284,5;0;1058,1;1058,1;0;182,4;182,4;0;0;0;0;0;;;
20180101;17;-642,4;0;-642,4;-269,2;0;-269,2;0;1116,6;1116,6;0;499,1;499,1;0;0;0;12,48;12,48;;;
20180101;18;-376;26,6;-349,4;-217,8;0;-217,8;0;949,2;949,2;0;597,4;597,4;0;0;0;481,07;481,07;;;
20180101;19;-365;27,2;-337,8;-215,1;0;-215,1;0;1065;1065;0;597,4;597,4;0;0;0;486,48;486,48;;;
20180101;20;-328,6;32,8;-295,8;-185,4;0;-185,4;0;997,35;997,35;0;597,4;597,4;0;0;0;486,53;486,53;;;
20180101;21;-445;14,4;-430,6;-262,2;0;-262,2;0;887,1;887,1;0;597,5;597,5;0;0;0;486,81;486,81;;;
20180101;22;-387;16,6;-370,4;-206;0;-206;0;920,25;920,25;0;597,5;597,5;0;0;0;486,7;486,7;;;
20180101;23;-416,7;11,8;-404,9;-151,6;0;-151,6;0;881,4;881,4;0;597,5;597,5;0;0;0;478,28;478,28;;;
20180101;24;-401,3;7,2;-394,1;-140,4;0;-140,4;0;742,05;742,05;0;483,7;483,7;0;0;0;62;62;;;
20180102;1;-626,4;0;-626,4;-181,3;0;-181,3;0;823,05;823,05;0;26,7;26,7;81,577;81,577;0;0,38;0,38;;;
20180102;2;-569,7;4,2;-565,5;-136,2;0;-136,2;0;738;738;0;0;0;106,299;106,299;0;0,11;0,11;;;
20180102;3;-541,7;24;-517,7;-128,8;0;-128,8;0;634,2;634,2;0;0;0;145,425;145,425;0;0;0;;;
20180102;4;-483,4;26,2;-457,2;-109,5;0;-109,5;0;565,95;565,95;0;0;0;152,446;152,446;0;0;0;;;
20180102;5;-576,6;13,6;-563;-199,4;0;-199,4;0;715,5;715,5;0;0;0;178,502;178,502;0;0;0;;;
20180102;6;-722;2,4;-719,6;-273,3;0;-273,3;0;977,85;977,85;0;0,4;0,4;199,604;199,604;0;0;0;;;
20180102;7;-708,4;0;-708,4;-320,3;0;-320,3;0;1131,6;1131,6;0;173,2;173,2;214,545;214,545;0;0;0;;;
20180102;8;-715,2;0;-715,2;-321,5;0;-321,5;0;1151,55;1151,55;0;529,8;529,8;211,114;211,114;-0,12;1,12;1;;;
20180102;9;-516,8;18,4;-498,4;-190,5;0;-190,5;0;1146,45;1146,45;0;597,4;597,4;210,156;210,156;0;296,12;296,12;;;
20180102;10;-375,5;28,6;-346,9;-169,2;0;-169,2;0;991,05;991,05;0;597,4;597,4;210,422;210,422;0;487,31;487,31;;;
20180102;11;-314,9;46,8;-268,1;-164,8;0;-164,8;0;819,45;819,45;0;597,4;597,4;209,136;209,136;0;486,77;486,77;;;
20180102;12;-368,8;50,6;-318,2;-189,7;0;-189,7;0;906,6;906,6;0;597,4;597,4;213,317;213,317;0;486,94;486,94;;;
20180102;13;-459,7;22;-437,7;-177,3;0;-177,3;0;1011,6;1011,6;0;597,5;597,5;213,99;213,99;0;487,33;487,33;;;
20180102;14;-494,9;14,2;-480,7;-142,6;0;-142,6;0;1111,65;1111,65;0;597,6;597,6;210,134;210,134;0;487,46;487,46;;;
20180102;15;-463,9;38,4;-425,5;-175,2;0;-175,2;0;1065,75;1065,75;0;597,6;597,6;208,869;208,869;0;487,49;487,49;;;
20180102;16;-498,5;21,4;-477,1;-181,1;0;-181,1;0;1045,8;1045,8;0;597,6;597,6;212,304;212,304;0;486,65;486,65;;;
20180102;17;-493,4;25,6;-467,8;-251,8;0;-251,8;0;1104;1104;0;597,6;597,6;209,106;209,106;0;486,69;486,69;;;
20180102;18;-437,9;30,2;-407,7;-221,4;0;-221,4;0;1008;1008;0;597,7;597,7;208,866;208,866;0;486,5;486,5;;;
20180102;19;-441,8;36,8;-405;-219,9;0;-219,9;0;1026,3;1026,3;0;597,6;597,6;210,204;210,204;0;486,57;486,57;;;
20180102;20;-544;32,6;-511,4;-220,9;0;-220,9;0;1131,75;1131,75;0;597,6;597,6;209,868;209,868;0;486,56;486,56;;;
20180102;21;-516;34,6;-481,4;-230,2;0;-230,2;0;1232,25;1232,25;0;597,7;597,7;210,652;210,652;0;487,47;487,47;;;
20180102;22;-420,7;39;-381,7;-237,4;0;-237,4;0;1152,45;1152,45;0;597,6;597,6;211,258;211,258;0;486,68;486,68;;;
20180102;23;-407,3;21,6;-385,7;-274,7;0;-274,7;0;1173,45;1173,45;0;597,5;597,5;211,731;211,731;0;487,03;487,03;;;
20180102;24;-465,9;20,2;-445,7;-316;0;-316;0;1238,85;1238,85;0;597,6;597,6;207,827;207,827;0;486,21;486,21;;;
20180103;1;-614;8;-606;-388,5;0;-388,5;0;1397,55;1397,55;0;595,1;595,1;211,964;211,964;0;372,4;372,4;;;
20180103;2;-676,3;0,8;-675,5;-391,5;0;-391,5;0;1364,7;1364,7;0;461,7;461,7;210,212;210,212;0;154,85;154,85;;;
20180103;3;-654,7;2;-652,7;-424,3;0;-424,3;0;1270,35;1270,35;0;369,2;369,2;207,845;207,845;0;46,54;46,54;;;
20180103;4;-644,3;16,6;-627,7;-445,8;0;-445,8;0;1238,25;1238,25;0;354,3;354,3;211,753;211,753;0;0;0;;;
20180103;5;-599,1;30,8;-568,3;-400,5;0;-400,5;0;1138,65;1138,65;0;348,4;348,4;214,552;214,552;0;1,83;1,83;;;
20180103;6;-516,8;16,6;-500,2;-367,3;0;-367,3;0;1127,4;1127,4;0;470,1;470,1;211,761;211,761;0;125,91;125,91;;;
20180103;7;-315,8;42,4;-273,4;-327,7;0;-327,7;0;1042,2;1042,2;0;597,7;597,7;214,36;214,36;0;485,07;485,07;;;
20180103;8;-301,4;50;-251,4;-355,3;0;-355,3;0;1044,3;1044,3;0;597,7;597,7;211,705;211,705;0;486,56;486,56;;;
20180103;9;-306,8;71;-235,8;-317,9;0;-317,9;0;943,5;943,5;0;597,6;597,6;214,334;214,334;0;486,51;486,51;;;
20180103;10;-345,4;66,8;-278,6;-318;0;-318;0;946,65;946,65;0;597,6;597,6;213,621;213,621;0;486,68;486,68;;;
20180103;11;-358,1;62,2;-295,9;-296,9;0;-296,9;0;1033,05;1033,05;0;597,5;597,5;212,186;212,186;0;486,97;486,97;;;
20180103;12;-355,4;52,4;-303;-307,3;0;-307,3;0;1065,15;1065,15;0;597,4;597,4;211,251;211,251;0;486,94;486,94;;;
20180103;13;-412,4;41,6;-370,8;-331,1;0;-331,1;0;1077;1077;0;597,5;597,5;212,785;212,785;0;486,96;486,96;;;
20180103;14;-433,9;45,8;-388,1;-339,6;0;-339,6;0;1104,3;1104,3;0;597,4;597,4;210,896;210,896;0;486,96;486,96;;;
20180103;15;-437,3;40;-397,3;-373,9;0;-373,9;0;1161,9;1161,9;0;597,4;597,4;210,899;210,899;0;486,16;486,16;;;
20180103;16;-477,7;41,8;-435,9;-375,7;0;-375,7;0;1119,6;1119,6;0;597,5;597,5;211,317;211,317;0;486,84;486,84;;;
20180103;17;-563,3;48,6;-514,7;-387;0;-387;0;1072,65;1072,65;0;597,5;597,5;210,977;210,977;0;487,14;487,14;;;
20180103;18;-558,5;45,4;-513,1;-374,5;0;-374,5;0;1211,1;1211,1;0;597,4;597,4;210,223;210,223;0;487,13;487,13;;;
20180103;19;-478,6;42,8;-435,8;-422,6;0;-422,6;0;1274,7;1274,7;0;597,4;597,4;209,908;209,908;0;487,2;487,2;;;
20180103;20;-417,9;35,4;-382,5;-404,6;0;-404,6;0;1188,9;1188,9;0;597,5;597,5;210,907;210,907;0;487,71;487,71;;;
20180103;21;-401,7;38,2;-363,5;-391,6;0;-391,6;0;1145,1;1145,1;0;597,5;597,5;209,949;209,949;0;485,91;485,91;;;
20180103;22;-322;68;-254;-396,7;0;-396,7;0;1084,05;1084,05;0;597,5;597,5;207,35;207,35;0;483,24;483,24;;;
20180103;23;-426,1;66,4;-359,7;-418,4;0;-418,4;0;1117,5;1117,5;0;575,5;575,5;207,886;207,886;0;190,66;190,66;;;
20180103;24;-632,2;25,2;-607;-396;0;-396;0;1011,15;1011,15;0;27;27;211,546;211,546;0;0,37;0,37;;;
20180104;1;-686,1;27;-659,1;-370,8;0;-370,8;0;988,05;988,05;-1,51;0;-1,51;209,964;209,964;0;0;0;;;
20180104;2;-712,5;62;-650,5;-391,6;0;-391,6;0;1025,7;1025,7;-120,1;0;-120,1;208,703;208,703;-0,12;0;-0,12;;;
20180104;3;-734,7;101,6;-633,1;-400,5;0;-400,5;0;1046,25;1046,25;-303,12;0;-303,12;210,178;210,178;-50,24;0;-50,24;;;
20180104;4;-636,1;107,4;-528,7;-394,7;0;-394,7;0;930,6;930,6;-317,58;0;-317,58;208,411;208,411;-50,18;0;-50,18;;;
20180104;5;-616,4;108;-508,4;-400,9;0;-400,9;0;854,1;854,1;-138,89;0;-138,89;210,511;210,511;-0,25;0;-0,25;;;
20180104;6;-551,9;96,8;-455,1;-363;0;-363;0;844,8;844,8;-338,68;0;-338,68;209,712;209,712;0;0;0;;;
20180104;7;-489,3;25,4;-463,9;-365,8;0;-365,8;0;860,85;860,85;-14,89;3;-11,89;209,15;209,15;-0,06;0;-0,06;;;
20180104;8;-563,5;0,2;-563,3;-337,6;0;-337,6;0;909,15;909,15;0;331,7;331,7;209,446;209,446;-0,12;0,98;0,86;;;
20180104;9;-577,3;0;-577,3;-443,5;0;-443,5;0;1094,4;1094,4;0;577,6;577,6;210,751;210,751;0;419,08;419,08;;;
20180104;10;-747,3;0;-747,3;-556,5;0;-556,5;0;1015,65;1015,65;0;597,7;597,7;211,288;211,288;0;486,01;486,01;;;
20180104;11;-822,9;0;-822,9;-600,3;0;-600,3;0;959,55;959,55;0;597,6;597,6;212,256;212,256;0;485,9;485,9;;;
20180104;12;-764;0;-764;-539,4;0;-539,4;0;895,8;895,8;0;597,5;597,5;210,237;210,237;0;485,99;485,99;;;
20180104;13;-765,9;0;-765,9;-493,1;0;-493,1;0;934,05;934,05;0;597,6;597,6;211,772;211,772;0;486,08;486,08;;;
20180104;14;-796,4;0;-796,4;-438,2;0;-438,2;0;877,95;877,95;0;597,6;597,6;209,65;209,65;0;485,59;485,59;;;
20180104;15;-637,2;2;-635,2;-396,7;0;-396,7;0;988,5;988,5;0;597,5;597,5;210,91;210,91;0;485,6;485,6;;;
20180104;16;-585,2;25,6;-559,6;-344,5;0;-344,5;0;983,55;983,55;0;597,6;597,6;208,917;208,917;0;485,37;485,37;;;
20180104;17;-404,9;73,4;-331,5;-272;0;-272;0;988,05;988,05;0;597,4;597,4;209,491;209,491;0;485,28;485,28;;;
20180104;18;-384,5;56,8;-327,7;-302,9;0;-302,9;0;807,9;807,9;0;597,5;597,5;211,221;211,221;0;486,08;486,08;;;
20180104;19;-335,8;58,2;-277,6;-316,6;0;-316,6;0;816,45;816,45;0;597,5;597,5;211,487;211,487;0;485,99;485,99;;;
20180104;20;-434,8;30,2;-404,6;-364,7;0;-364,7;0;1072,05;1072,05;0;597,5;597,5;210,452;210,452;0;485,54;485,54;;;
20180104;21;-457,3;16,4;-440,9;-436,9;0;-436,9;0;1222,05;1222,05;0;597,8;597,8;210,463;210,463;0;485,43;485,43;;;
20180104;22;-307,4;40,6;-266,8;-406,7;0;-406,7;0;1083,75;1083,75;0;597,5;597,5;208,977;208,977;0;486,03;486,03;;;
20180104;23;-366,5;15,2;-351,3;-483,5;0;-483,5;0;1152,75;1152,75;0;575,9;575,9;212,349;212,349;0;486,02;486,02;;;
20180104;24;-450,4;8,4;-442;-546;0;-546;0;1148,1;1148,1;0;27,3;27,3;209,624;209,624;0;437,86;437,86;;;
20180105;1;-717,8;1;-716,8;-605,8;0;-605,8;0;1299,9;1299,9;-3,23;0;-3,23;211,698;211,698;0;5,54;5,54;;;
20180105;2;-746;21;-725;-617,2;0;-617,2;0;1362,15;1362,15;-206,74;0;-206,74;212,43;212,43;0;0,24;0,24;;;
20180105;3;-805,1;58,2;-746,9;-631,3;0;-631,3;0;1400,1;1400,1;-340,49;0;-340,49;213,576;213,576;0;0,02;0,02;;;
20180105;4;-742,2;85,2;-657;-620,9;0;-620,9;0;1270,5;1270,5;-341,05;0;-341,05;212,404;212,404;-71,96;0;-71,96;;;
20180105;5;-720,9;88,6;-632,3;-612,7;0;-612,7;0;1253,55;1253,55;-366,9;0;-366,9;212,282;212,282;0;0;0;;;
20180105;6;-627,4;79,8;-547,6;-575,6;0;-575,6;0;1113,6;1113,6;-402,38;0;-402,38;210,681;210,681;-65,84;0;-65,84;;;
20180105;7;-627,8;14;-613,8;-583,8;0;-583,8;0;1182,15;1182,15;-13,87;0,7;-13,17;212,711;212,711;-3,77;0;-3,77;;;
20180105;8;-526,1;23,8;-502,3;-467,7;0;-467,7;0;1170,75;1170,75;0;432,6;432,6;212,208;212,208;-0,12;1,74;1,62;;;
20180105;9;-642,3;15,2;-627,1;-520,5;0;-520,5;0;1298,7;1298,7;0;482;482;209,901;209,901;0;317,87;317,87;;;
20180105;10;-666,6;13,2;-653,4;-576,9;0;-576,9;0;1238,7;1238,7;0;596,1;596,1;211,395;211,395;0;485,37;485,37;;;
20180105;11;-853;1,4;-851,6;-630,8;0;-630,8;0;1273,05;1273,05;0;597,4;597,4;208,293;208,293;0;485,77;485,77;;;
20180105;12;-980,6;0;-980,6;-637,7;0;-637,7;0;1312,5;1312,5;0;597,4;597,4;210,452;210,452;0;486,76;486,76;;;
20180105;13;-1003,6;0;-1003,6;-584,1;0;-584,1;0;1300,05;1300,05;0;597,3;597,3;208,263;208,263;0;487,43;487,43;;;
20180105;14;-1140,8;0;-1140,8;-608,6;0;-608,6;0;1261,8;1261,8;0;597,4;597,4;208,086;208,086;0;487,71;487,71;;;
20180105;15;-1125,1;0;-1125,1;-576,7;0;-576,7;0;1053,6;1053,6;0;597,3;597,3;208,522;208,522;0;487,93;487,93;;;
20180105;16;-1000,2;0;-1000,2;-525,8;0;-525,8;0;807,45;807,45;0;597,5;597,5;209,317;209,317;0;487,34;487,34;;;
20180105;17;-921;2,4;-918,6;-468,8;0;-468,8;0;807,15;807,15;0;597,5;597,5;208,574;208,574;0;486,81;486,81;;;
20180105;18;-868,9;0,6;-868,3;-438,2;0;-438,2;0;573,3;573,3;0;597,5;597,5;209,387;209,387;0;487,07;487,07;;;
20180105;19;-791,5;6,6;-784,9;-320,4;0;-320,4;0;399,15;399,15;0;597,5;597,5;209,365;209,365;0;487,06;487,06;;;
20180105;20;-789,9;3;-786,9;-327,6;0;-327,6;0;460,05;460,05;0;597,5;597,5;209,302;209,302;0;487,15;487,15;;;
20180105;21;-862,3;0,2;-862,1;-404;0;-404;0;639,6;639,6;0;597,4;597,4;209,383;209,383;0;487,18;487,18;;;
20180105;22;-857,5;0,2;-857,3;-520,8;0;-520,8;0;749,4;749,4;0;597,4;597,4;208,825;208,825;0;487,22;487,22;;;
20180105;23;-1187,4;0;-1187,4;-732,5;0;-732,5;0;374,7;374,7;0;232,2;232,2;210,06;210,06;0;487,24;487,24;;;
20180105;24;-823,9;1,4;-822,5;-540;0;-540;0;776,4;776,4;0;2,6;2,6;209,631;209,631;0;202,63;202,63;;;
20180106;1;-621,5;33,8;-587,7;-307,9;0;-307,9;0;911,25;911,25;-0,18;0;-0,18;211,439;211,439;0;0;0;;;
20180106;2;-686;44;-642;-303,9;0;-303,9;0;875,85;875,85;-120,53;0;-120,53;211,665;211,665;0;0;0;;;
20180106;3;-652,2;49,6;-602,6;-279,3;0;-279,3;0;869,7;869,7;-106,82;0;-106,82;214,024;214,024;0;0,24;0,24;;;
20180106;4;-663,8;47,4;-616,4;-287,5;0;-287,5;0;924,9;924,9;-164,78;0;-164,78;210,152;210,152;0;0,24;0,24;;;
20180106;5;-671,2;48,4;-622,8;-311,8;0;-311,8;0;902,1;902,1;-142,47;0;-142,47;211,417;211,417;0;0,29;0,29;;;
20180106;6;-748,7;42,6;-706,1;-376,3;0;-376,3;0;1089,15;1089,15;-332,81;0;-332,81;210,622;210,622;0;0,11;0,11;;;
20180106;7;-717,9;42,6;-675,3;-412,7;0;-412,7;0;1099,5;1099,5;-310,73;0;-310,73;209,805;209,805;0;0,45;0,45;;;
20180106;8;-779,1;5,8;-773,3;-481,4;0;-481,4;0;921,6;921,6;-180,66;0;-180,66;210,929;210,929;0;0,49;0,49;;;
20180106;9;-856,7;3,4;-853,3;-499,9;0;-499,9;0;795,45;795,45;-1,78;8,3;6,52;210,585;210,585;0;0,49;0,49;;;
20180106;10;-1181;0;-1181;-636,3;0;-636,3;0;371,25;371,25;0;395,8;395,8;210,311;210,311;-0,06;1,53;1,47;;;
20180106;11;-1252,3;0;-1252,3;-643,9;0;-643,9;0;215,25;215,25;0;596,6;596,6;209,335;209,335;0;173,44;173,44;;;
20180106;12;-1273,9;0;-1273,9;-660,7;0;-660,7;0;123;123;0;597,7;597,7;210,888;210,888;0;482,26;482,26;;;
20180106;13;-1158,8;0;-1158,8;-640,5;0;-640,5;-1,8;59,4;57,6;0;597,7;597,7;210,263;210,263;0;485,99;485,99;;;
20180106;14;-1045,5;0;-1045,5;-543,5;0;-543,5;-1,8;48,6;46,8;0;597,6;597,6;208,585;208,585;0;485,93;485,93;;;
20180106;15;-1059,9;0;-1059,9;-505,3;0;-505,3;-56,25;0,75;-55,5;0;597,5;597,5;210,027;210,027;0;485,98;485,98;;;
20180106;16;-1065;0,2;-1064,8;-446,9;0;-446,9;-30,75;17,4;-13,35;0;597,6;597,6;210,296;210,296;0;485,67;485,67;;;
20180106;17;-652,8;33;-619,8;-292,4;0;-292,4;0;303,9;303,9;0;597,6;597,6;211,406;211,406;0;454,54;454,54;;;
20180106;18;-805,7;0,4;-805,3;-363,7;0;-363,7;-12,9;28,35;15,45;0;597,6;597,6;210,836;210,836;0;442,2;442,2;;;
20180106;19;-747,6;0;-747,6;-231,2;0;-231,2;-294,3;0;-294,3;0;597,6;597,6;211,302;211,302;0;485,99;485,99;;;
20180106;20;-746,9;0;-746,9;-298,2;0;-298,2;-5,4;91,5;86,1;0;597,6;597,6;209,59;209,59;0;485,97;485,97;;;
20180106;21;-538,6;4,2;-534,4;-211,2;0;-211,2;0;437,85;437,85;0;597,6;597,6;212,899;212,899;0;485,87;485,87;;;
20180106;22;-384;20,2;-363,8;-136,1;0;-136,1;0;634,8;634,8;0;592,1;592,1;212,43;212,43;0;485,04;485,04;;;
20180106;23;-491,1;8,2;-482,9;-229,7;0;-229,7;0;690,3;690,3;0;462,1;462,1;211,04;211,04;0;318,95;318,95;;;
20180106;24;-402,4;31,4;-371;-239,2;0;-239,2;0;738,6;738,6;0;80,4;80,4;211,121;211,121;0;431,77;431,77;;;
20180107;1;-449;38,2;-410,8;-332,4;0;-332,4;0;956,7;956,7;0;83,1;83,1;211,879;211,879;0;415,85;415,85;;;
20180107;2;-585,5;42;-543,5;-358,8;0;-358,8;0;973,5;973,5;0;0;0;212,167;212,167;0;139,13;139,13;;;
20180107;3;-687,8;60,8;-627;-333,6;0;-333,6;0;992,55;992,55;0;0;0;210,252;210,252;0;0,65;0,65;;;
20180107;4;-612;66,6;-545,4;-293,2;0;-293,2;0;812,55;812,55;0;0;0;207,013;207,013;0;0;0;;;
20180107;5;-580,2;74,6;-505,6;-288;0;-288;0;787,2;787,2;0;0;0;206,714;206,714;0;0,09;0,09;;;
20180107;6;-681,6;90,4;-591,2;-350,5;0;-350,5;0;974,25;974,25;0;0;0;208,703;208,703;0;0,42;0,42;;;
20180107;7;-732;43,6;-688,4;-358,1;0;-358,1;0;1028,55;1028,55;0;0;0;209,527;209,527;0;0,27;0,27;;;
20180107;8;-656,8;4;-652,8;-401,2;0;-401,2;0;1045,65;1045,65;0;1,6;1,6;208,503;208,503;0;0,48;0,48;;;
20180107;9;-496;25;-471;-415,5;0;-415,5;0;1064,1;1064,1;0;357,8;357,8;207,572;207,572;0;0,63;0,63;;;
20180107;10;-503,8;30,4;-473,4;-443,4;0;-443,4;0;1258,35;1258,35;0;597,5;597,5;208,751;208,751;0;153,29;153,29;;;
20180107;11;-394;47,4;-346,6;-378,5;0;-378,5;0;1170;1170;0;597,5;597,5;208,248;208,248;0;483,21;483,21;;;
20180107;12;-402,3;48,2;-354,1;-395,8;0;-395,8;0;1276,8;1276,8;0;597,5;597,5;209,387;209,387;0;486,69;486,69;;;
